Sentence,Source,SourceType
"Bennet said only, Nonsense, nonsense! What can be the meaning of that emphatic exclamation? cried he.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"While I can have my mornings to myself, said she, it is enough.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lydia, my love, though you _are_ the youngest, I dare say Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How does Georgiana get on, Darcy? Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Vain indeed must be all her attentions, vain and useless her affection for his sister and her praise of himself, if he were already self-destined to another.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",http://quotes.toscrape.com/page/7/,quote
Good gracious! cried Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But, my dear sister, though the event has proved you right, do not think me obstinate if I still assert that, considering what her behaviour was, my confidence was as natural as your suspicion.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The extravagance and general profligacy which he scrupled not to lay to Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy s, but you shall do as you choose. It was some time, however, before a smile could be extorted from Jane.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Could he, or the Lucases, have pitched on any man, within the circle of our acquaintance, whose name would have given the lie more effectually to what they related?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I never heard any harm of her; and I dare say she is one of the most tractable creatures in the world.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth could but just _affect_ concern in missing him; she really rejoiced at it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"As to what restraint the apprehensions of disgrace in the corps might throw on a dishonourable elopement with her, I am not able to judge; for I know nothing of the effects that such a step might produce.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins s respectability, and Charlotte s prudent, steady character.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
On finding Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I want to know, said she, with a countenance no less smiling than her sister s, what you have learnt about Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration: _To J.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The necessity must be obeyed, and further apology would be absurd.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But his pride, his abominable pride, his shameless avowal of what he had done with respect to Jane, his unpardonable assurance in acknowledging, though he could not justify it, and the unfeeling manner which he had mentioned Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
What does he say?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Your mother must have been quite a slave to your education. Elizabeth could hardly help smiling, as she assured her that had not been the case.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth will soon be the wife of Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Well, so much the better.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lydia, my love, ring the bell.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Yes, I call it a very easy distance. I should never have considered the distance as one of the _advantages_ of the match, cried Elizabeth.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet s heart, but for the mortifying supposition of his viewing it all as his own future property.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"That he was _surprised_ by the connection was evident: he sustained it, however, with fortitude: and, so far from going away, turned back with them, and entered into conversation with Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"What! is he coming home, and without poor Lydia? she cried.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration] CHAPTER XII.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"[Illustration] When Jane and Elizabeth were alone, the former, who had been cautious in her praise of Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am afraid I interrupt your solitary ramble, my dear sister? said he, as he joined her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Such amiable qualities must speak for themselves.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration] CHAPTER XVI.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"We were married, you know, at St.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, much offended, laid aside his book, and said,-- I have often observed how little young ladies are interested by books of a serious stamp, though written solely for their benefit.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Do you not consider that a connection with you must disgrace him in the eyes of everybody? Lady Catherine, I have nothing further to say.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The picturesque would be spoilt by admitting a fourth.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My good, kind brother!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
My friend has an excellent understanding--though I am not certain that I consider her marrying Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But, luckily, he came back again in ten minutes time, and then we all set out.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Such were the gentle murmurs of Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"A day or two passed before Jane had courage to speak of her feelings to Elizabeth; but at last, on Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"One came from her books, and the other from her toilette.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet s schemes for this day were ineffectual.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Collins would undoubtedly have been much less in his own apartment had they sat in one equally lively; and she gave Charlotte credit for the arrangement.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, awkward and solemn, apologizing instead of attending, and often moving wrong without being aware of it, gave her all the shame and misery which a disagreeable partner for a couple of dances can give.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It should not be said, that the Miss Bennets could not be at home half a day before they were in pursuit of the officers.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She had heard nothing of Lady Catherine that spoke her awful from any extraordinary talents or miraculous virtue, and the mere stateliness of money and rank she thought she could witness without trepidation.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The death of your daughter would have been a blessing in comparison of this.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Stay, stay, I will go myself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The plot, though not elaborate, is almost regular enough for Fielding; hardly a character, hardly an incident could be retrenched without loss to the story.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration] CHAPTER XXX.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The envelope contained a sheet of elegant, little, hot-pressed paper, well covered with a lady s fair, flowing hand; and Elizabeth saw her sister s countenance change as she read it, and saw her dwelling intently on some particular passages.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",http://quotes.toscrape.com/page/6/,quote
"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",http://quotes.toscrape.com/page/8/,quote
She was dying to know what could be his meaning--and asked Elizabeth whether she could at all understand him.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You have liked many a stupider person. Dear Lizzy! Oh, you are a great deal too apt, you know, to like people in general.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He made her an offer in this very room, and she refused him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She could not win him, however, to any conversation; he merely answered her question and read on.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"A resemblance in good-humour and good spirits had recommended her and Lydia to each other, and out of their _three_ months acquaintance they had been intimate _two_.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It mortifies me.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Why must their marriage be private?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Oh, sister! it is very hard to think that she might have been Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He had certainly formed such a plan; and without meaning that it should affect his endeavour to separate him from Miss Bennet, it is probable that it might add something to his lively concern for the welfare of his friend.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She saw, with the creative eye of fancy, the streets of that gay bathing-place covered with officers.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But another_ Spectator _letter--that of the damsel of fourteen who wishes to marry Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He was always to have gone on Saturday, and to Saturday he still meant to stay.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I had not been long in Hertfordshire before I saw, in common with others, that Bingley preferred your elder sister to any other young woman in the country.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It is every way horrible! Darcy shook his head in silent acquiescence.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But here he was set right by Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She may even have been one in the further sense that, like her own Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It was reasonable, however, to hope that they would not continue long.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I happened to overhear the gentleman himself mentioning to the young lady who does the honours of this house the names of his cousin Miss De Bourgh, and of her mother, Lady Catherine.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
